Production_Budget,Domestic_Gross
20000000.00,46752382.00
15000000.00,31726995.00
75000000.00,55849401.00
56000000.00,113006880.00
28500000.00,6301131.00
4600000.00,1340891.00
72000000.00,62647540.00
60000000.00,135386665.00
1600000.00,3264.00
18500000.00,65233369.00
2000000.00,388532.00
2000000.00,120620.00
90000000.00,72708161.00
25000000.00,21835784.00
25000000.00,4008527.00
20000000.00,375474.00
15500000.00,517262.00
60000000.00,26873932.00
45000000.00,51019112.00
1400000.00,304124.00
30000.00,77070.00
53000000.00,80270227.00
12000000.00,1442338.00
6800000.00,49526.00
5200000.00,795126.00
1100.00,181041.00
30000000.00,56068547.00
1500000.00,7372734.00
45000000.00,82931301.00
45000000.00,52842724.00
43000000.00,24537621.00
27000000.00,4476235.00
6500000.00,2339957.00
500000.00,8117961.00
115000000.00,380270577.00
82000000.00,158119460.00
75000000.00,193595521.00
2500000.00,1187266.00
110000000.00,47398413.00
35000000.00,32064800.00
7303082.00,55334418.00
300000.00,10514.00
150000000.00,205343774.00
10000000.00,16535005.00
2000000.00,3885134.00
1700000.00,1000915.00
50000000.00,66010682.00
80000000.00,63313159.00
18975000.00,20700082.00
3400000.00,77437223.00
1700000.00,396035.00
700000.00,3278611.00
132000000.00,234280354.00
10000000.00,56094360.00
1800000.00,506793.00
200000.00,6260.00
20000000.00,22991379.00
7000000.00,31501218.00
1125000.00,16124543.00
25000000.00,5128124.00
5000.00,1338.00
150000000.00,206459076.00
40000000.00,209218368.00
300000.00,87264.00
250000.00,49772.00
120000000.00,35818913.00
35000000.00,32868349.00
7000000.00,17044981.00
2800000.00,22202809.00
250000.00,191862.00
138000000.00,32116746.00
35000000.00,63939454.00
35000000.00,43894863.00
145000000.00,68671925.00
40000000.00,42071069.00
20000000.00,17104669.00
87500000.00,154696080.00
60000000.00,25473093.00
350000.00,1531154.00
30000000.00,3102550.00
35000000.00,19478106.00
26000000.00,109449237.00
26000000.00,57891803.00
80000000.00,37899638.00
30000000.00,15007991.00
9000000.00,1069318.00
25500000.00,33579798.00
30000000.00,8535575.00
20000000.00,8330720.00
18000000.00,75072454.00
200000.00,44701.00
40000000.00,30981850.00
180000000.00,291710957.00
85000000.00,57010853.00
20000000.00,11036366.00
13900000.00,83043761.00
1300000.00,100358.00
58000000.00,48318130.00
42000000.00,24149632.00
25000000.00,881745.00
20000000.00,7535331.00
4000000.00,1328679.00
1000000.00,10047674.00
1000000.00,49000.00
65000000.00,2070920.00
55000000.00,89706988.00
32000000.00,31493782.00
30000000.00,53359111.00
10000000.00,17380866.00
8000000.00,23106.00
1600000.00,129319.00
1500000.00,75828.00
50000000.00,18782227.00
39000000.00,25514517.00
25000000.00,15331289.00
12000000.00,870067.00
7000000.00,28750530.00
4000000.00,864959.00
3000000.00,4655.00
110000000.00,186336279.00
50000000.00,39177684.00
27000000.00,12834849.00
24000000.00,4710455.00
24000000.00,49981.00
2850000.00,3681066.00
400000.00,423.00
54000000.00,26850426.00
50000000.00,10169202.00
25000000.00,872142.00
18000000.00,29511112.00
70000000.00,28212337.00
32000000.00,33022286.00
30000000.00,18324242.00
15000000.00,4235837.00
7500000.00,10284523.00
6500000.00,2025032.00
500000.00,4134.00
80000000.00,45575336.00
20000000.00,12482775.00
5000000.00,87025093.00
55000000.00,177784257.00
20000000.00,18098433.00
7000000.00,6601079.00
2000000.00,691880.00
80000000.00,128200012.00
75000000.00,34636443.00
12000000.00,18761993.00
65000000.00,28045540.00
28000000.00,38372662.00
22000000.00,36020063.00
150000000.00,290013036.00
29000000.00,119519402.00
50000000.00,50824620.00
45000000.00,53359917.00
40000000.00,29077547.00
22000000.00,4835065.00
60000000.00,10166502.00
40000000.00,47907715.00
30000000.00,74494381.00
22000000.00,22400154.00
207000000.00,218080025.00
15000000.00,5027684.00
45000000.00,19398532.00
18000000.00,60062868.00
140000000.00,110550000.00
60000000.00,82571173.00
16000000.00,1669971.00
75000000.00,47379090.00
8000000.00,3647381.00
70000000.00,42996140.00
30000000.00,12712093.00
1100000.00,16186348.00
15000000.00,23089926.00
10000000.00,12589255.00
12000000.00,27838408.00
5600000.00,7009668.00
2700000.00,2217561.00
2400000.00,444093.00
30000.00,103509.00
35000000.00,37629831.00
10000000.00,7027762.00
45000000.00,38399961.00
30000000.00,42647449.00
17500000.00,51386611.00
45000000.00,62318875.00
10000000.00,11748661.00
1000000.00,9015303.00
40000000.00,70165972.00
25000000.00,47279279.00
14200000.00,74205.00
7900000.00,672243.00
5300000.00,2197694.00
4750000.00,1253413.00
1600000.00,145382.00
52000000.00,118703275.00
15000000.00,1200216.00
10000000.00,2893666.00
15000.00,194523.00
400000.00,1692693.00
40000000.00,81612565.00
20000000.00,48548426.00
4200000.00,1502188.00
3500000.00,107492.00
20000000.00,7578946.00
17000000.00,6855137.00
10000000.00,63257940.00
3000000.00,2912606.00
15000000.00,47860214.00
45000000.00,36895141.00
30000000.00,18522064.00
22000000.00,1054361.00
12000000.00,18597342.00
3000000.00,11718595.00
149000000.00,64665672.00
18000000.00,128505958.00
9400000.00,12899867.00
3700000.00,26403.00
50000000.00,70511035.00
25000000.00,33889159.00
13000000.00,1173673.00
7500000.00,24793509.00
3000000.00,95204.00
50000000.00,88634237.00
20000000.00,23086480.00
17000000.00,15680099.00
2900000.00,3127472.00
500000.00,154187.00
75000000.00,195330621.00
70000000.00,5946136.00
17000000.00,21170563.00
15250000.00,7802450.00
2500000.00,349132.00
450000.00,2075743.00
4500000.00,211667.00
73000000.00,148213377.00
51000000.00,72779000.00
8000000.00,12671300.00
7000000.00,26024456.00
4000000.00,7836393.00
2000000.00,1985292.00
80000000.00,37384046.00
40000000.00,90710620.00
950000.00,1024640.00
60000000.00,36280697.00
50000000.00,46982632.00
17000000.00,7314027.00
1000000.00,884.00
55000000.00,71724497.00
20000000.00,26910736.00
18000000.00,31567134.00
9600000.00,2484186.00
8000000.00,18848430.00
3000000.00,5529144.00
12000.00,1336.00
10000.00,138711.00
150000000.00,133501348.00
30000000.00,669625.00
20000000.00,1903434.00
15000000.00,8117637.00
14000000.00,16298046.00
8000000.00,568932.00
9000000.00,16235738.00
125000000.00,217536138.00
80000000.00,155019340.00
8000000.00,15032800.00
1000000.00,24146161.00
210000000.00,234362462.00
7000.00,70071.00
25000000.00,2405420.00
12000000.00,196857.00
5000000.00,6090172.00
4800000.00,47326473.00
25000000.00,54607383.00
90000000.00,132384315.00
16000000.00,39517763.00
14000000.00,5463019.00
10000000.00,28444855.00
3000000.00,252726.00
85000000.00,62615510.00
60000000.00,28426747.00
40000000.00,52330111.00
32000000.00,80197993.00
500000.00,3121270.00
82500000.00,137355633.00
10000000.00,1430721.00
2000000.00,5361.00
232000000.00,200120000.00
2000000.00,2072645.00
1000000.00,1678874.00
250000.00,51540.00
35000000.00,124740460.00
35000000.00,59843754.00
30000000.00,34742066.00
27000000.00,22495466.00
6500000.00,13368437.00
3000000.00,7061128.00
1300000.00,4055.00
225000000.00,423315812.00
20000000.00,5501616.00
1000000.00,144601.00
64000000.00,58636047.00
54000000.00,75802010.00
10000000.00,131719.00
5000000.00,418689.00
75000000.00,73661010.00
75000000.00,42285169.00
30000000.00,22530295.00
5000000.00,24148068.00
200000.00,7033.00
8000000.00,59891098.00
135000000.00,63478838.00
45000000.00,28142535.00
4000000.00,10525717.00
20000000.00,23364784.00
5700000.00,12044087.00
2000000.00,199176.00
100000000.00,57377916.00
85000000.00,63280000.00
40000000.00,50866635.00
25000000.00,16655224.00
33000000.00,34020814.00
16500000.00,39868642.00
9000000.00,1530535.00
8000000.00,54702.00
40000000.00,57806952.00
17500000.00,19185184.00
15000000.00,12669914.00
900000.00,381420.00
300000.00,255923.00
70000000.00,244082982.00
10000000.00,20342852.00
65000000.00,70278893.00
60000000.00,22672813.00
30000000.00,38432823.00
2800000.00,475000.00
60000000.00,13090630.00
55000000.00,7221458.00
18000000.00,70644.00
11000000.00,72778712.00
6000000.00,4670644.00
3200000.00,56131.00
6000000.00,17606684.00
85000000.00,85105259.00
70000000.00,55011732.00
20000000.00,17807569.00
100000.00,10178331.00
15000000.00,56441711.00
80000000.00,82226474.00
50000000.00,58640119.00
50000000.00,48751189.00
25000000.00,54098051.00
2000000.00,12667.00
60000000.00,61123569.00
50000000.00,88715192.00
17000000.00,41778863.00
35000000.00,7459300.00
30000000.00,40435190.00
16800000.00,223202.00
11000000.00,355968.00
6000000.00,119452.00
2000000.00,3337931.00
40000000.00,659210.00
20000000.00,39143839.00
20000000.00,37442180.00
20000000.00,13395961.00
15000000.00,18844784.00
13000000.00,1151330.00
4700000.00,239962.00
350000.00,84689.00
53000000.00,33602376.00
40000000.00,53089891.00
40000000.00,15962471.00
15000000.00,21000147.00
12000000.00,6860000.00
20000000.00,34302837.00
14000000.00,4299773.00
10000000.00,80238724.00
35000000.00,11989328.00
20500000.00,20264436.00
12000000.00,65328121.00
10750000.00,3275443.00
3750000.00,539285.00
700000.00,2697938.00
450000.00,379418.00
102000000.00,167365000.00
85000000.00,198000317.00
14000000.00,11242801.00
12000000.00,5549923.00
4000000.00,4630045.00
3700000.00,2730296.00
80000000.00,64038616.00
51000000.00,35093569.00
35000000.00,10144010.00
9000000.00,14443.00
300000.00,33312.00
160000000.00,60674817.00
33000000.00,4283255.00
28000000.00,17326650.00
7000000.00,234750.00
5000000.00,4339241.00
1125000.00,6408.00
100000000.00,75030163.00
82500000.00,82985708.00
75000000.00,103365956.00
55000000.00,162586036.00
32000000.00,1308696.00
18900000.00,320700.00
24000000.00,70269899.00
19400000.00,8060487.00
13000000.00,13756082.00
45000000.00,6566773.00
6000000.00,3347411.00
110000000.00,250863268.00
65000000.00,43545364.00
76000000.00,35552383.00
27500000.00,17510118.00
63700000.00,2223293.00
30000000.00,3005605.00
16000000.00,37634615.00
3300000.00,19875.00
27500000.00,148761765.00
9000000.00,2956339.00
989000.00,8158.00
1000000.00,10787.00
20000000.00,39739367.00
17000000.00,35662731.00
15000000.00,3526588.00
39000000.00,42674040.00
16000000.00,35374833.00
7000000.00,1661464.00
85000000.00,33080084.00
60000000.00,168213584.00
15000000.00,9396870.00
1500000.00,19097550.00
151000000.00,319246193.00
150000000.00,126631277.00
100000000.00,130164645.00
27000000.00,7500310.00
40000000.00,50572589.00
120000000.00,115802596.00
25000000.00,82234139.00
32000000.00,35193167.00
13000000.00,11003643.00
10000000.00,20342161.00
35000000.00,43799818.00
130000000.00,227471070.00
25000000.00,13938332.00
16500000.00,18663911.00
5250000.00,769726.00
5000000.00,240425.00
6000000.00,25317.00
40000000.00,79123.00
20000000.00,47852604.00
14000000.00,12559771.00
8300000.00,1829142.00
60000000.00,47003582.00
35000000.00,54149098.00
20000000.00,19661987.00
15000000.00,20804166.00
8400000.00,1207007.00
1300000.00,635305.00
61000000.00,118594548.00
258000000.00,336530303.00
55000000.00,5755286.00
13000000.00,4857374.00
10000000.00,5490423.00
20000000.00,80818974.00
15500000.00,1237615.00
750000.00,5520368.00
16000000.00,23618786.00
10500000.00,11052958.00
10800000.00,399879.00
7400000.00,872643.00
47000000.00,15849032.00
21000000.00,36605602.00
20000000.00,8135024.00
2400000.00,1008849.00
40000000.00,25126214.00
1500000.00,194568.00
21500000.00,49033882.00
15000000.00,22441.00
500000.00,52850.00
7000000.00,143495265.00
150000.00,9445857.00
160000000.00,322719944.00
10000000.00,137221.00
8000000.00,127188.00
300000000.00,309420425.00
4000000.00,7006708.00
53000000.00,25031037.00
25000000.00,7164995.00
22000000.00,4398532.00
120000000.00,131921738.00
30000000.00,480314.00
20000000.00,25584685.00
8000000.00,298110.00
300000.00,70807.00
200000.00,1217.00
175000000.00,100289690.00
22500000.00,71985628.00
15000000.00,9176787.00
9000000.00,24538513.00
4000000.00,2426851.00
110000000.00,134529403.00
150000000.00,206445654.00
1900000.00,18435.00
48000000.00,53606916.00
40000000.00,876671.00
11000000.00,551002.00
10000000.00,900926.00
2000000.00,1134358.00
1500000.00,175281.00
205000000.00,70107728.00
30000000.00,50980159.00
800000.00,200433.00
85000000.00,119725280.00
75000000.00,118871849.00
40000000.00,3688560.00
2380000.00,327919.00
72500000.00,183135014.00
28000000.00,43107979.00
21600000.00,635733.00
7000000.00,5694308.00
2000000.00,1433319.00
100000000.00,58867694.00
85000000.00,117144465.00
15500000.00,10299782.00
7500000.00,17544812.00
6000000.00,13235267.00
80000000.00,15074191.00
67000000.00,5932060.00
20000000.00,8580428.00
17500000.00,121463226.00
25000000.00,33302167.00
25000000.00,22486409.00
13000000.00,3172382.00
10100000.00,1066555.00
2500000.00,72210.00
20000000.00,9534258.00
15000000.00,58269151.00
4500000.00,51957.00
50000000.00,27669725.00
2200000.00,388390.00
2000000.00,11284657.00
60000000.00,210614939.00
12000000.00,2201923.00
9000000.00,3438735.00
8500000.00,13610521.00
35000000.00,14998070.00
25000000.00,74273505.00
3000000.00,163069.00
50000000.00,17181265.00
45000000.00,24343673.00
32000000.00,10977721.00
23000000.00,6777741.00
10000000.00,268461.00
3500000.00,221096.00
45000000.00,50648679.00
30000000.00,3909149.00
25000000.00,35017297.00
20000000.00,18354356.00
16500000.00,11892415.00
72500000.00,47467250.00
22000000.00,90648202.00
15000000.00,4604982.00
12000000.00,214202.00
180000000.00,140125968.00
70000000.00,38634938.00
6400000.00,871577.00
30000000.00,39568996.00
27500000.00,9736045.00
19000000.00,20300218.00
16000000.00,3287315.00
10000000.00,952820.00
4600000.00,728.00
1000000.00,446165.00
600000.00,23616.00
10000000.00,63300095.00
3300000.00,8093373.00
20000000.00,18882880.00
15000000.00,28638916.00
8000000.00,458232.00
1500000.00,139084.00
150000000.00,292004738.00
17000000.00,275380.00
150000000.00,82195215.00
45000000.00,4617608.00
5000000.00,65388.00
85000000.00,127706877.00
25000000.00,31664162.00
20000000.00,4017609.00
17500000.00,39687694.00
13000000.00,49121934.00
13000000.00,25593755.00
9000000.00,6623082.00
14000000.00,5990075.00
8600000.00,14373825.00
80000000.00,15132763.00
14000000.00,61356221.00
55000000.00,16285240.00
28000000.00,28563179.00
15000000.00,55204525.00
12500000.00,5956480.00
150000000.00,256393010.00
55000000.00,217326974.00
20000000.00,15800078.00
250000.00,46026.00
75000000.00,66661095.00
35000000.00,18317151.00
30000000.00,53695808.00
10000000.00,6422.00
45000000.00,93466502.00
40000000.00,41797066.00
40000000.00,40412817.00
15000000.00,30226144.00
7300000.00,4443403.00
25000000.00,40222514.00
4000000.00,7159147.00
20000000.00,6575282.00
12000000.00,31418697.00
10000000.00,7570127.00
6500000.00,65281781.00
1600000.00,1060591.00
150000000.00,227946274.00
175000000.00,102491776.00
21000000.00,16289867.00
15000000.00,73548.00
1000000.00,2511476.00
2500000.00,13011160.00
30000000.00,76808654.00
25000000.00,80048433.00
22000000.00,20668843.00
4900000.00,15198.00
2000000.00,347578.00
1000000.00,274661.00
15000000.00,12898847.00
47500000.00,42754105.00
35000000.00,28687835.00
30000000.00,38233676.00
17000000.00,7070641.00
900000.00,1196321.00
186000000.00,318604126.00
40000000.00,46012734.00
7000000.00,2344847.00
2000000.00,1785505.00
92500000.00,71195053.00
82500000.00,81168265.00
17500000.00,58017783.00
7000000.00,32241649.00
6000000.00,7714996.00
2750000.00,952620.00
40000000.00,72266306.00
20000000.00,11175164.00
12000000.00,3950294.00
7500000.00,4151836.00
6250000.00,5488570.00
50000.00,251150.00
55000000.00,33479698.00
40000000.00,26814957.00
6000000.00,2077046.00
28000000.00,2775593.00
25000000.00,3073392.00
20000000.00,94514402.00
20000000.00,7013191.00
20000000.00,4442377.00
12000000.00,12796861.00
10000000.00,31487293.00
85000000.00,154529439.00
33000000.00,11008770.00
21000000.00,24850922.00
15000000.00,1294640.00
1700000.00,12590147.00
40000000.00,32862104.00
20000000.00,41975388.00
8000000.00,25928550.00
3000000.00,115879.00
850000.00,442638.00
35000000.00,81159365.00
35000000.00,26638520.00
25000000.00,10915744.00
10000000.00,6003262.00
250000.00,67665.00
20000000.00,26890041.00
58000000.00,31373938.00
37000000.00,48006762.00
25000000.00,17432844.00
10000000.00,866778.00
1000000.00,5505267.00
113500000.00,999811.00
18500000.00,6198883.00
55000000.00,52075270.00
30000000.00,63172463.00
30000000.00,16930884.00
12000000.00,303439.00
8000000.00,109045.00
500000.00,32033.00
30000000.00,60494212.00
25000000.00,4598506.00
23000000.00,10452.00
12000000.00,38108728.00
5000000.00,228830.00
45000000.00,15298133.00
6000000.00,36497.00
35000000.00,8050977.00
29000000.00,18622031.00
12000000.00,8195551.00
225000000.00,141621490.00
185000000.00,317023851.00
20000000.00,1031872.00
10000000.00,580862.00
4600000.00,434417.00
57500000.00,152647258.00
9000000.00,52597610.00
5000000.00,67505.00
130000000.00,215434591.00
90000000.00,100018837.00
18000000.00,5705761.00
8000000.00,1071240.00
27000000.00,44089964.00
26000000.00,87341380.00
5000000.00,4078607.00
137500000.00,134806913.00
60000000.00,64506874.00
200000.00,140016.00
80000000.00,130319208.00
62000000.00,32200122.00
10000000.00,17657973.00
2500000.00,1094998.00
180000000.00,223808164.00
75000000.00,134508551.00
105000000.00,94784201.00
20000000.00,30060660.00
20000000.00,206678.00
12000000.00,1506998.00
1500000.00,402858.00
150000000.00,180010950.00
40000000.00,12082391.00
28000000.00,67300955.00
12500000.00,9046156.00
8500000.00,140244.00
185000000.00,533345358.00
52000000.00,144130063.00
37000000.00,30105968.00
15000000.00,2203641.00
30000.00,243768.00
65000000.00,100468793.00
35000000.00,20982478.00
16000000.00,1477650.00
1900000.00,2962242.00
72500000.00,70231041.00
27500000.00,42436517.00
15000000.00,7800825.00
18000000.00,5700626.00
90000000.00,110461307.00
10000.00,401.00
35000000.00,30691439.00
25000000.00,14543943.00
16000000.00,23216709.00
8500000.00,35161554.00
15000000.00,6409528.00
65000000.00,36316032.00
25000000.00,48237389.00
23000000.00,11511323.00
9000000.00,4886216.00
22000000.00,23530831.00
45000000.00,22532572.00
20000000.00,14190901.00
6000000.00,4694491.00
4900000.00,617228.00
120000000.00,43945766.00
35000000.00,80277646.00
450000.00,13804.00
27000000.00,13848978.00
22000000.00,19528602.00
20000000.00,39263506.00
20000000.00,20211394.00
20000000.00,19219250.00
20000000.00,13252641.00
6537890.00,8744.00
80000000.00,101440743.00
45000000.00,7916887.00
14000000.00,266967.00
3400000.00,2926565.00
500000.00,33456317.00
67500000.00,39394666.00
38000000.00,7871693.00
37500000.00,9793406.00
12000000.00,31691811.00
200000.00,212989.00
200000.00,28835.00
32500000.00,34194407.00
300000.00,865695.00
35000000.00,40687294.00
27000000.00,1090947.00
25100000.00,25534493.00
19000000.00,8402485.00
11000000.00,37770162.00
55000000.00,35739802.00
30000000.00,15740721.00
20000000.00,4452423.00
20000000.00,3083538.00
11000000.00,90559416.00
10800000.00,56746769.00
4500000.00,2122085.00
2000000.00,55202.00
400000.00,655538.00
24000000.00,31457946.00
5000000.00,13442412.00
2500000.00,115504.00
2000000.00,7321.00
1500000.00,173066.00
240000.00,7484.00
60000000.00,4775656.00
15000000.00,12981269.00
20000000.00,26415649.00
18000000.00,43869350.00
4000000.00,9427026.00
82500000.00,75986503.00
60000000.00,11803254.00
45000000.00,101704370.00
3400000.00,12636.00
230000000.00,169368427.00
2500000.00,174255.00
150000000.00,114053759.00
37000000.00,192769854.00
1000000.00,7202.00
130000000.00,49554002.00
80000000.00,120146040.00
20000000.00,31841299.00
60000000.00,40081410.00
37000000.00,60355347.00
16000000.00,26902075.00
14000000.00,141319928.00
80000000.00,79366978.00
58000000.00,293708.00
40000000.00,915840.00
25000000.00,148095302.00
20000000.00,33446470.00
2600000.00,39127.00
6000000.00,26238243.00
60000000.00,50877145.00
54000000.00,69951824.00
50000000.00,97690976.00
160000000.00,127509326.00
90000000.00,83077762.00
80000000.00,110101975.00
60000000.00,143153751.00
60000000.00,19806188.00
2000000.00,2283849.00
45000000.00,22911480.00
16000000.00,31631.00
150000000.00,179883157.00
102500000.00,97104620.00
90000000.00,196573705.00
50000000.00,28644813.00
35000000.00,73034460.00
26000000.00,146336178.00
19000000.00,36843682.00
14000000.00,51545952.00
60000000.00,17303424.00
50000000.00,166003.00
35000000.00,45802315.00
750000.00,19367.00
25000000.00,145000989.00
8000000.00,16734283.00
3250000.00,3766810.00
23600000.00,75590286.00
18500000.00,18451251.00
15000000.00,13043363.00
7000000.00,9228788.00
50000000.00,25450527.00
17000000.00,65002019.00
12000000.00,3149034.00
6200000.00,1579146.00
20000000.00,17231291.00
17500000.00,90508336.00
50000000.00,9135036.00
500000.00,6840.00
85000000.00,155064265.00
9800000.00,16044025.00
50000000.00,67172594.00
15000000.00,32752215.00
6000000.00,4543320.00
5000000.00,12062558.00
60000000.00,40572825.00
50000000.00,79957634.00
40000000.00,71440011.00
2000000.00,30955.00
175000000.00,198351526.00
20000000.00,12234694.00
50000000.00,20534907.00
15000000.00,33862903.00
7500000.00,10823158.00
30000000.00,83823381.00
26000000.00,28544157.00
20000000.00,15988876.00
20000000.00,9208876.00
4300000.00,199228.00
60000000.00,37017955.00
40000000.00,64167069.00
20000000.00,13684249.00
2500000.00,80136.00
47000000.00,32011576.00
500000.00,15433.00
60000000.00,31720158.00
20000000.00,68261644.00
18000000.00,315000.00
100000000.00,49438370.00
35000000.00,277322503.00
21000000.00,9451946.00
17000000.00,8665206.00
150000000.00,133375846.00
20000000.00,3531756.00
200000000.00,125322469.00
150000000.00,177243721.00
25000000.00,25662155.00
14000000.00,2656784.00
1300000.00,695840.00
175000000.00,293004164.00
30000000.00,42100625.00
13000000.00,12749992.00
1500000.00,3865.00
60000000.00,75286229.00
40000000.00,93953653.00
38000000.00,31811527.00
6000000.00,1418304.00
138000000.00,107509799.00
190000000.00,137855863.00
25000000.00,15051977.00
24000000.00,32428195.00
10000000.00,47566524.00
10000000.00,26218170.00
60000000.00,43337279.00
40000000.00,163958031.00
15000000.00,5306706.00
800000.00,46742.00
210000000.00,402111870.00
27500000.00,49200230.00
23000000.00,2715657.00
15000000.00,17017811.00
3500000.00,27349.00
175000000.00,150201498.00
40000000.00,94125426.00
14000000.00,15515460.00
12000000.00,122558.00
250000000.00,301959197.00
150000000.00,119436770.00
38000000.00,88915214.00
20000000.00,41596251.00
3200000.00,2277396.00
72500000.00,51855045.00
45000000.00,25200412.00
9000000.00,148089.00
3000000.00,7712114.00
140000000.00,257730019.00
6000000.00,65108.00
4000000.00,294244.00
3000000.00,10027047.00
39000000.00,63414846.00
34000000.00,15090399.00
30000000.00,115646235.00
20000000.00,5210988.00
10000000.00,15122676.00
5000000.00,8297.00
70000000.00,120774594.00
20000000.00,20919166.00
19700000.00,476270.00
15000000.00,6380019.00
10000000.00,221805.00
29000000.00,7460204.00
40000000.00,66477700.00
15000000.00,33392973.00
10000000.00,19716.00
30000000.00,58715510.00
29000000.00,1733532.00
16000000.00,42670410.00
5000000.00,10572742.00
30000000.00,31749894.00
60000000.00,109205660.00
11400000.00,15000.00
10000000.00,141108.00
7500000.00,12574914.00
6400000.00,449865.00
1500000.00,52429.00
230000.00,104979.00
8500000.00,4444637.00
100000000.00,124870275.00
22000000.00,33316821.00
20000000.00,200730.00
18000000.00,22965110.00
16000000.00,16204793.00
1000000.00,1355079.00
20000000.00,14363397.00
80000000.00,38577772.00
40000000.00,10330853.00
23000000.00,6113834.00
18000000.00,22455510.00
7000000.00,1429299.00
450000.00,107918810.00
30000000.00,79576189.00
30000000.00,9362785.00
18000000.00,24007324.00
42000000.00,60054530.00
18000000.00,14800725.00
100000000.00,77233467.00
53000000.00,73357727.00
20000000.00,29062561.00
10000000.00,9069.00
65000000.00,19551067.00
40000000.00,14279575.00
40000000.00,14046595.00
15000000.00,102458.00
11000000.00,27693292.00
10000000.00,93388.00
60000000.00,72091016.00
9500000.00,113682.00
8000000.00,10273187.00
1000000.00,101215.00
35000000.00,10275638.00
19000000.00,51733921.00
12500000.00,11965282.00
160000.00,156612.00
95000000.00,44114232.00
60000000.00,37491364.00
7000000.00,9176000.00
1070000.00,164649.00
200000000.00,166112167.00
50000000.00,8017467.00
40000000.00,21002919.00
6500000.00,1109660.00
60000000.00,42194060.00
50000000.00,296623634.00
40000000.00,627047.00
35000000.00,255959475.00
25000000.00,1702112.00
2000000.00,17896.00
105000000.00,104400899.00
50000000.00,38122883.00
35000000.00,49492060.00
25000000.00,8114270.00
25000000.00,1190003.00
110000000.00,65452312.00
55000000.00,16123323.00
5000000.00,5010163.00
1000000.00,4417674.00
8500000.00,39471742.00
425000000.00,760507625.00
80000000.00,19676965.00
58000000.00,29580087.00
35000000.00,11001272.00
70000000.00,219614612.00
90000000.00,209028679.00
85000000.00,112735375.00
30000000.00,7689607.00
18000000.00,2222862.00
125000000.00,163214888.00
150000000.00,131772187.00
20000000.00,35606376.00
350000.00,246574.00
40000000.00,96962694.00
27000000.00,13261851.00
20000000.00,12134935.00
3000000.00,205842.00
2900000.00,101270.00
80000000.00,94835059.00
28000000.00,24307106.00
18000000.00,6617867.00
3000000.00,374675.00
48000000.00,60022256.00
31000000.00,12482741.00
26000000.00,40168080.00
9000000.00,208163.00
500000.00,3777210.00
60000000.00,43313890.00
2000000.00,102645.00
40000000.00,129078.00
20000000.00,60095852.00
9000000.00,70066.00
6000000.00,115862.00
6000000.00,13722.00
15000.00,115592.00
80000000.00,128012934.00
45000000.00,15541549.00
30000000.00,201857.00
10000000.00,109383.00
10000000.00,100688.00
3750000.00,44462.00
37000000.00,44875481.00
19000000.00,39123589.00
15500000.00,318623.00
13000000.00,2087720.00
1000000.00,621859.00
32000000.00,17804299.00
12500000.00,26593646.00
12000000.00,190946.00
1000000.00,11574.00
42000000.00,5666340.00
20000000.00,582024.00
13000000.00,106954678.00
13000000.00,2037459.00
45000000.00,67061228.00
32000000.00,13942007.00
15000000.00,64003625.00
9500000.00,3573673.00
6000000.00,6671283.00
165000000.00,217581231.00
36000000.00,50269859.00
13000000.00,3075255.00
7000000.00,46488.00
3000000.00,133411.00
20000000.00,62950384.00
75000000.00,47059963.00
50000000.00,33644788.00
40000000.00,61153526.00
30000000.00,17010170.00
12000000.00,550472.00
28000000.00,48071303.00
21000000.00,42739347.00
12500000.00,1089445.00
10000000.00,1475746.00
8300000.00,493296.00
3500000.00,6391436.00
80000000.00,19422319.00
35000000.00,37490007.00
25000000.00,23591432.00
10000000.00,128486.00
35000000.00,63075011.00
35000000.00,17630465.00
10100000.00,1183658.00
9900000.00,458054.00
7300000.00,1818681.00
3800000.00,20930.00
3000000.00,4033574.00
52000000.00,24077427.00
25000000.00,80014842.00
9000000.00,148826.00
200000000.00,334191110.00
17000000.00,27163593.00
8000000.00,690290.00
130000000.00,148415853.00
65000000.00,100539043.00
21000000.00,37729698.00
18000000.00,18335230.00
3750000.00,310007.00
210000000.00,105269730.00
30000000.00,53032453.00
12000000.00,21540363.00
9000000.00,883887.00
500000.00,12232.00
165000000.00,238736787.00
12500000.00,4360548.00
10000000.00,8525600.00
9200000.00,1685269.00
6600000.00,828.00
95000000.00,95347692.00
200000000.00,90759676.00
70000000.00,619423.00
42000000.00,1259693.00
5000000.00,6096582.00
4200000.00,101740.00
100000000.00,119219978.00
30000000.00,42400223.00
14000000.00,1755212.00
10000000.00,4803.00
200000000.00,415004880.00
47000000.00,10547117.00
13000000.00,217277.00
10000000.00,5005465.00
7000000.00,7468936.00
2500000.00,100280.00
117000000.00,76423035.00
75000000.00,162001186.00
14000000.00,403952.00
323000.00,110248.00
68000000.00,300531751.00
25000000.00,137885.00
170000000.00,312433331.00
7000000.00,1110509.00
160000000.00,63150991.00
160000000.00,292576195.00
5700000.00,30638.00
5600000.00,531806.00
130000000.00,118311368.00
15000000.00,26167002.00
4500000.00,281447.00
4500000.00,32961.00
85000000.00,45539292.00
69000000.00,73026337.00
44000000.00,31206263.00
7000000.00,9176933.00
7000000.00,453377.00
20000000.00,30101577.00
